,decile1b,decile3,decile1,lsat,ugpa,DOB_yr,fam_inc,tier,grad,fulltime,race1_asian,race1_black,race1_hisp,race1_other,race1_white,gender
5650,4.0,4.0,4.0,41.0,3.3,63.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13658,2.0,3.0,3.0,40.0,3.7,66.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22059,10.0,10.0,10.0,34.0,2.3,58.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18116,3.0,2.0,3.0,27.5,3.0,68.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
13785,5.0,9.0,6.0,46.0,3.7,69.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9666,5.5284814690188915,5.525933759553911,5.708233638282899,36.0,3.6,69.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
509,4.0,3.0,4.0,44.0,3.5,68.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
10908,5.0,7.0,5.0,36.5,2.9,49.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5845,7.0,5.0,7.0,35.0,3.3,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
17187,5.0,6.0,5.0,35.5,3.1,69.0,3.466045754589022,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12000,2.0,1.0,3.0,38.0,2.8,68.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3050,3.0,5.0,4.0,44.0,3.4,68.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
11514,7.0,5.0,8.0,37.0,2.9,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18444,3.0,2.0,3.0,41.0,3.0,69.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14568,10.0,10.0,10.0,40.0,3.7,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7325,3.0,5.0,3.0,42.0,3.2,68.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5963,5.0,5.0,5.0,38.0,3.3,64.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11046,5.0,6.0,5.0,39.0,2.9,55.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1615,10.0,9.0,10.0,48.0,3.5,68.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
19984,6.0,3.0,6.0,36.0,2.6,63.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
12362,4.0,6.0,4.0,34.0,2.8,69.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
17772,6.0,5.0,6.0,36.0,3.1,67.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11125,4.0,5.0,5.0,36.0,2.9,50.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8540,5.5284814690188915,5.525933759553911,5.708233638282899,28.0,2.4,60.0,2.0,3.768813589709112,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
14918,4.0,4.0,5.0,40.0,3.7,68.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1656,5.5284814690188915,5.525933759553911,7.0,44.0,3.5,64.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8649,3.0,5.0,3.0,42.0,3.6,64.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
942,9.0,8.0,9.0,36.0,3.5,57.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
304,3.0,3.0,3.0,37.0,3.5,68.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18724,7.0,4.0,7.0,36.0,3.0,68.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2648,2.0,4.0,2.0,37.0,3.4,69.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
16614,1.0,2.0,1.0,31.5,3.1,49.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2717,7.0,6.0,7.0,31.5,3.4,66.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
7089,2.0,2.0,3.0,30.5,3.2,67.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2932,2.0,4.0,3.0,33.0,3.4,63.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15841,2.0,4.0,3.0,27.0,2.7,64.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
18687,1.0,3.0,1.0,35.0,3.0,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8022,8.0,6.0,9.0,36.0,3.2,69.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
13203,10.0,8.0,10.0,41.0,3.9,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
17235,6.0,6.0,6.0,47.0,3.1,62.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14340,2.0,5.0,2.0,35.0,3.7,67.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
13582,6.0,8.0,6.0,48.0,3.9,69.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8826,10.0,10.0,10.0,30.0,3.6,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
17478,8.0,6.0,8.0,37.0,3.1,68.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
11436,9.0,8.0,10.0,41.0,2.9,66.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8925,1.0,2.0,2.0,35.0,3.6,63.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
265,10.0,8.0,10.0,37.0,3.5,52.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
15417,2.0,3.0,2.0,40.0,2.7,68.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9603,6.0,6.0,6.0,44.0,3.6,67.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
491,6.0,4.0,6.0,34.0,3.5,65.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4627,10.0,9.0,10.0,40.0,3.3,66.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
5303,5.5284814690188915,5.525933759553911,5.708233638282899,42.0,3.3,69.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2083,4.0,4.0,4.0,31.5,3.4,65.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1299,6.0,5.0,6.0,42.0,3.5,69.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
13584,5.5284814690188915,5.525933759553911,7.0,47.0,3.9,64.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8325,4.0,3.0,5.0,24.0,2.4,68.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
16477,1.0,3.0,2.0,30.3,3.1,66.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16959,7.0,7.0,7.0,44.0,3.1,67.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3350,3.0,8.0,4.0,38.0,3.4,57.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
19253,8.0,7.0,8.0,32.0,3.0,67.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18043,9.0,8.0,9.0,34.0,3.0,66.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21449,8.0,7.0,8.0,40.0,3.8,69.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
10769,10.0,9.0,10.0,36.0,2.9,67.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
13639,1.0,1.0,2.0,44.0,3.7,62.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5178,4.0,3.0,4.0,43.0,3.3,55.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3884,3.0,3.0,3.0,34.0,3.4,64.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3784,6.0,5.0,6.0,45.0,3.4,68.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
20872,9.0,7.0,9.0,38.0,3.8,70.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3680,5.5284814690188915,5.525933759553911,7.0,36.0,3.4,69.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21927,3.0,4.0,4.0,38.0,2.5,42.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
12466,7.0,1.0,7.0,32.5,2.8,67.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20373,6.0,6.0,6.0,24.0,2.6,60.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
6301,1.0,2.0,1.0,36.0,3.2,65.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5875,5.0,5.0,5.0,32.0,3.3,68.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
14351,8.0,8.0,8.0,37.0,3.7,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4951,2.0,1.0,2.0,30.0,3.3,62.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11758,6.0,5.0,6.0,41.0,2.9,67.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8343,8.0,7.0,8.0,46.0,2.4,58.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
13405,1.0,1.0,1.0,42.0,3.9,69.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2064,8.0,8.0,9.0,39.0,3.4,69.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15677,5.5284814690188915,5.525933759553911,5.708233638282899,43.0,2.7,68.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21697,3.0,3.0,4.0,26.0,2.5,64.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
608,7.0,5.0,7.0,29.0,3.5,69.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7156,9.0,10.0,9.0,44.0,3.2,43.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19542,9.0,8.0,9.0,39.0,3.0,69.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
10017,2.0,3.0,2.0,43.0,3.6,65.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
18419,10.0,8.0,10.0,32.0,3.0,68.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
11305,2.0,2.0,3.0,35.0,2.9,59.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
17165,6.0,8.0,6.0,39.0,3.1,68.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8805,4.0,9.0,4.0,39.0,3.6,62.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
11564,3.0,2.0,4.0,35.0,2.9,69.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2829,4.0,4.0,4.0,39.0,3.4,69.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15845,5.0,3.0,5.0,31.0,2.7,67.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7076,4.0,8.0,4.0,31.0,3.2,69.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15593,1.0,2.0,1.0,33.0,2.7,61.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6735,4.0,1.0,4.0,37.0,3.2,51.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6524,7.0,6.0,7.0,32.0,3.2,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
6843,5.5284814690188915,5.525933759553911,5.708233638282899,45.0,3.2,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
13014,2.0,4.0,2.0,42.0,3.9,68.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13474,8.0,7.0,8.0,34.0,3.9,55.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3451,2.0,4.0,3.0,28.5,3.4,67.0,3.466045754589022,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9126,9.0,8.0,9.0,48.0,3.6,68.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
14708,5.5284814690188915,5.525933759553911,9.0,37.0,3.7,68.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15056,10.0,9.0,10.0,44.0,3.7,62.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12144,2.0,2.0,3.0,35.0,2.8,65.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
12855,4.0,5.0,4.0,36.0,3.9,68.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
9549,10.0,9.0,10.0,34.0,3.6,70.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
20946,10.0,9.0,10.0,42.0,3.8,69.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19218,3.0,2.0,3.0,34.0,3.0,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
6986,1.0,1.0,1.0,33.0,3.2,59.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
13220,5.0,5.0,5.0,45.0,3.9,69.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20002,7.0,6.0,7.0,34.0,2.6,53.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
17474,2.0,4.0,3.0,32.0,3.1,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
19564,5.5284814690188915,5.525933759553911,5.708233638282899,26.0,3.0,64.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4542,3.0,3.0,4.0,35.5,3.3,65.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15116,8.0,8.0,8.0,44.0,3.7,69.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5271,7.0,6.0,7.0,28.7,3.3,68.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
18996,2.0,4.0,2.0,36.0,3.0,69.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1256,7.0,7.0,7.0,34.0,3.5,68.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1024,1.0,2.0,1.0,36.0,3.5,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14441,2.0,3.0,2.0,42.0,3.7,69.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1567,6.0,8.0,6.0,34.0,3.5,68.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8102,3.0,3.0,3.0,34.0,3.2,69.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6027,6.0,5.0,6.0,31.0,2.2,45.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
11479,1.0,2.0,1.0,25.0,2.9,64.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
10048,10.0,10.0,10.0,44.0,3.6,65.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
245,6.0,7.0,6.0,32.0,3.5,58.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
16710,9.0,8.0,9.0,34.5,3.1,48.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15911,2.0,3.0,2.0,28.0,2.7,70.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
21781,1.0,1.0,1.0,25.5,2.5,67.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1309,4.0,3.0,4.0,31.0,3.5,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
22259,1.0,1.0,1.0,38.0,2.0,34.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8436,7.0,3.0,7.0,34.0,2.4,54.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
20986,4.0,6.0,4.0,39.0,3.8,57.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13348,10.0,10.0,10.0,38.0,3.9,71.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6850,4.0,4.0,5.0,32.0,3.2,69.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14968,6.0,6.0,7.0,42.0,3.7,67.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19932,3.0,1.0,4.0,27.0,2.6,59.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
14028,1.0,1.0,1.0,29.5,3.7,68.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
12131,4.0,4.0,5.0,41.0,2.8,69.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4839,7.0,8.0,7.0,34.0,3.3,63.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10252,2.0,3.0,3.0,48.0,3.6,69.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21803,6.0,4.0,6.0,39.0,2.5,62.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
14087,1.0,2.0,1.0,44.0,3.7,70.0,3.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
7471,1.0,2.0,2.0,34.0,3.2,67.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6851,10.0,10.0,10.0,35.0,3.2,68.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
11260,3.0,2.0,4.0,36.0,2.9,63.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11148,1.0,1.0,2.0,42.0,2.9,66.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3538,8.0,7.0,8.0,32.0,3.4,68.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2560,5.5284814690188915,5.525933759553911,4.0,35.0,3.4,69.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7567,1.0,2.0,2.0,28.0,3.2,65.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7266,8.0,9.0,8.0,48.0,3.2,65.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4185,3.0,4.0,4.0,41.0,3.3,68.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
17795,8.0,8.0,8.0,33.0,3.1,69.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14061,2.0,3.0,2.0,37.3,3.7,68.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
20957,8.0,9.0,8.0,37.0,3.8,69.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8693,5.5284814690188915,5.525933759553911,8.0,45.0,3.6,68.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10774,2.0,2.0,2.0,42.0,2.9,68.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
22043,5.5284814690188915,5.525933759553911,5.708233638282899,22.0,2.3,63.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
20531,6.0,7.0,6.0,47.0,3.8,69.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
9281,10.0,10.0,10.0,44.0,3.6,65.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7291,6.0,7.0,6.0,38.0,3.2,69.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7006,3.0,2.0,3.0,37.0,3.2,69.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
19224,9.0,9.0,9.0,38.0,3.0,60.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
5746,3.0,3.0,3.0,39.0,3.3,69.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16692,3.0,3.0,4.0,33.0,3.1,69.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7559,9.0,7.0,9.0,38.0,3.2,65.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
15705,4.0,3.0,4.0,42.0,2.7,69.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15775,1.0,1.0,2.0,21.0,2.7,70.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
21327,8.0,6.0,8.0,43.0,3.8,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
14362,8.0,9.0,8.0,39.0,3.7,54.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
21294,9.0,9.0,9.0,40.0,3.8,69.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3964,6.0,8.0,6.0,38.0,3.4,68.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2247,5.0,6.0,5.0,41.0,3.4,68.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22217,1.0,1.0,1.0,23.0,2.3,65.44071208122736,2.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
21156,5.0,4.0,5.0,27.0,3.8,68.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6839,5.0,3.0,5.0,32.0,3.2,68.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
20684,9.0,1.0,9.0,36.0,3.8,55.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7091,2.0,3.0,2.0,31.0,3.2,68.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
9982,4.0,4.0,4.0,37.0,3.6,69.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
21308,10.0,8.0,10.0,46.0,3.8,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5998,3.0,5.0,4.0,38.0,3.3,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20773,10.0,10.0,10.0,36.0,3.8,67.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9063,3.0,5.0,3.0,44.0,3.6,68.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3545,1.0,1.0,1.0,35.0,3.4,69.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
17845,2.0,1.0,2.0,39.0,3.1,70.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6873,7.0,8.0,8.0,37.0,3.2,65.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7276,5.0,7.0,5.0,36.0,3.2,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19819,10.0,3.0,10.0,33.0,2.6,58.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
16661,2.0,2.0,2.0,31.5,3.1,68.0,3.466045754589022,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21105,6.0,6.0,6.0,35.0,3.8,59.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
16310,6.0,6.0,6.0,34.0,3.1,68.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
12406,6.0,7.0,6.0,41.0,2.8,57.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
16365,8.0,7.0,8.0,41.0,3.1,69.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5644,1.0,2.0,1.0,27.0,3.3,68.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11099,7.0,8.0,7.0,35.5,2.9,68.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
11722,5.0,9.0,5.0,39.0,2.9,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7374,5.0,6.0,5.0,39.0,3.2,63.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
20156,5.5284814690188915,5.525933759553911,5.708233638282899,43.5,2.6,67.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3118,9.0,8.0,9.0,30.0,3.4,59.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
12092,7.0,4.0,7.0,37.0,2.8,56.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
21436,7.0,7.0,7.0,35.0,3.8,68.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15098,3.0,2.0,3.0,39.5,3.7,68.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4241,1.0,1.0,1.0,29.0,3.3,69.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
3802,4.0,4.0,5.0,38.0,3.4,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
