decile1b,decile3,decile1,lsat,ugpa,DOB_yr,fam_inc,tier,race1_asian,race1_black,race1_hisp,race1_other,race1_white,grad,fulltime,gender,pass_bar
6.0,6.0,7.0,34.0,3.2,52.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1
2.0,2.0,3.0,40.0,3.2,68.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
4.0,6.0,4.0,44.0,3.2,68.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
10.0,10.0,10.0,48.0,3.2,65.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
3.0,2.0,4.0,33.0,3.2,69.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
7.0,8.0,7.0,28.0,3.2,68.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9.0,8.0,10.0,30.0,3.2,68.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
1.0,3.0,1.0,35.5,3.2,68.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
2.0,3.0,2.0,33.0,3.2,68.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.0,6.0,7.0,42.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
4.0,4.0,4.0,28.5,3.2,68.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
8.0,5.0,8.0,35.0,3.2,68.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,2.0,5.0,40.0,3.2,67.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1.0,1.0,1.0,26.0,3.2,68.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
3.0,3.0,3.0,34.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
1.0,4.0,1.0,36.0,3.2,63.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.0,6.0,8.0,30.5,3.2,69.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
1.0,1.0,1.0,33.5,3.2,69.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,4.0,3.0,36.0,3.2,50.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
10.0,10.0,10.0,36.0,3.2,57.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
5.0,5.0,6.0,37.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
5.5284814690188915,5.525933759553911,5.708233638282899,41.0,3.2,67.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
1.0,1.0,2.0,30.0,3.2,55.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
7.0,6.0,7.0,43.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
6.0,6.0,6.0,46.0,3.2,67.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
4.0,6.0,5.0,44.0,3.2,66.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
8.0,6.0,8.0,33.0,3.2,52.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1
9.0,9.0,9.0,39.0,3.2,68.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1.0,1.0,1.0,32.0,3.2,54.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1
2.0,3.0,3.0,40.0,3.2,68.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
10.0,6.0,10.0,32.0,3.2,68.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,2.0,2.0,32.0,3.2,66.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
3.0,2.0,3.0,29.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.5284814690188915,5.525933759553911,5.708233638282899,37.0,3.2,62.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1.0,1.0,1.0,32.3,3.2,67.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
5.0,7.0,6.0,39.5,3.2,68.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
9.0,9.0,9.0,35.0,3.2,66.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,2.0,3.0,29.5,3.2,67.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,8.0,6.0,39.0,3.2,66.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,6.0,6.0,33.5,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
5.0,4.0,5.0,33.5,3.2,68.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
3.0,6.0,3.0,31.0,3.2,51.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1
5.0,7.0,6.0,42.0,3.2,68.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.0,8.0,8.0,45.0,3.2,69.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,2.0,6.0,29.0,3.2,62.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
1.0,2.0,2.0,37.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
5.5284814690188915,5.525933759553911,9.0,35.0,3.2,61.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1
2.0,4.0,2.0,39.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
3.0,1.0,3.0,18.0,3.2,67.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
1.0,1.0,1.0,33.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
3.0,1.0,3.0,28.0,3.2,67.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
6.0,4.0,7.0,34.5,3.2,66.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,7.0,6.0,34.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,5.0,2.0,34.0,3.2,62.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,6.0,5.0,35.0,3.2,57.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
6.0,6.0,6.0,30.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
3.0,1.0,4.0,28.0,3.2,68.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
5.0,8.0,5.0,36.0,3.2,69.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,6.0,6.0,39.0,3.2,68.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9.0,8.0,9.0,33.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
10.0,10.0,10.0,35.0,3.2,67.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
7.0,7.0,7.0,45.0,3.2,67.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
3.0,2.0,3.0,39.0,3.2,69.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
7.0,5.0,7.0,28.7,3.2,66.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.0,6.0,7.0,35.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.0,8.0,7.0,36.0,3.2,49.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1
8.0,8.0,8.0,34.0,3.2,67.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.0,3.0,8.0,26.0,3.2,59.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,6.0,6.0,32.0,3.2,66.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
1.0,2.0,1.0,36.0,3.2,65.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
6.0,5.0,6.0,36.0,3.2,69.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
3.0,3.0,3.0,35.0,3.2,66.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
7.0,6.0,7.0,39.5,3.2,68.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
4.0,5.0,4.0,40.0,3.2,69.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
3.0,4.0,3.0,27.0,3.2,66.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
5.0,4.0,6.0,35.0,3.2,68.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
8.0,7.0,8.0,33.0,3.2,69.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
1.0,2.0,1.0,39.0,3.2,66.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
6.0,8.0,6.0,37.0,3.2,66.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1.0,1.0,1.0,38.0,3.2,65.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0
9.0,9.0,9.0,39.0,3.2,65.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.0,5.0,8.0,32.0,3.2,67.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
10.0,6.0,10.0,34.0,3.2,69.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1.0,2.0,2.0,33.0,3.2,68.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
7.0,9.0,7.0,46.0,3.2,66.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
4.0,5.0,4.0,46.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
3.0,5.0,4.0,36.0,3.2,69.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.0,9.0,7.0,40.0,3.2,67.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
2.0,2.0,2.0,31.0,3.2,67.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,5.0,6.0,43.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,1.0,3.0,30.0,3.2,66.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
6.0,4.0,6.0,40.0,3.2,69.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
3.0,4.0,3.0,39.0,3.2,63.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
5.0,7.0,6.0,37.0,3.2,47.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1
3.0,2.0,3.0,36.0,3.2,69.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
2.0,3.0,3.0,30.0,3.2,51.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.0,1.0,8.0,28.5,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
5.0,3.0,6.0,37.0,3.2,69.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1.0,1.0,1.0,35.0,3.2,69.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
7.0,9.0,7.0,35.5,3.2,68.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
10.0,10.0,10.0,37.0,3.2,69.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
4.0,2.0,4.0,40.0,3.2,66.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,7.0,6.0,38.0,3.2,67.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
10.0,10.0,10.0,35.0,3.2,66.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
10.0,10.0,10.0,34.3,3.2,68.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.0,4.0,7.0,28.0,3.2,68.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,2.0,3.0,41.0,3.2,68.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
10.0,10.0,10.0,47.0,3.2,63.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.5284814690188915,5.525933759553911,5.708233638282899,41.0,3.2,69.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,7.0,6.0,39.0,3.2,69.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
2.0,2.0,2.0,35.0,3.2,69.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,2.0,3.0,38.0,3.2,64.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
4.0,7.0,5.0,40.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.0,8.0,8.0,40.0,3.2,68.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9.0,8.0,9.0,36.0,3.2,68.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
5.5284814690188915,5.525933759553911,5.708233638282899,35.0,3.2,63.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9.0,1.0,9.0,41.0,3.2,68.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
10.0,10.0,10.0,38.0,3.2,50.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1
1.0,1.0,2.0,14.5,3.2,67.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
1.0,1.0,1.0,38.0,3.2,69.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,5.0,5.0,30.0,3.2,68.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
4.0,2.0,4.0,39.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
5.0,5.0,5.0,44.0,3.2,69.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1.0,2.0,1.0,45.0,3.2,69.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,5.0,5.0,37.0,3.2,64.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1
6.0,4.0,6.0,35.0,3.2,56.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1
5.5284814690188915,5.525933759553911,3.0,44.0,3.2,65.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
8.0,8.0,8.0,37.0,3.2,68.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,6.0,6.0,36.0,3.2,69.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,6.0,7.0,31.0,3.2,63.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,4.0,2.0,37.0,3.2,69.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.5284814690188915,5.525933759553911,5.708233638282899,40.0,3.2,63.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
10.0,9.0,10.0,37.5,3.2,68.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,1.0,2.0,44.0,3.2,63.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,7.0,5.0,39.0,3.2,69.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9.0,7.0,9.0,40.5,3.2,66.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.0,7.0,7.0,40.0,3.2,68.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
10.0,9.0,10.0,43.0,3.2,61.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
10.0,9.0,10.0,45.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
3.0,4.0,3.0,23.0,3.2,69.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
4.0,6.0,4.0,37.0,3.2,67.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.0,9.0,8.0,36.0,3.2,66.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,7.0,5.0,45.0,3.2,57.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.5284814690188915,5.525933759553911,3.0,42.0,3.2,68.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
9.0,9.0,9.0,39.0,3.2,67.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1
6.0,7.0,6.0,33.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
4.0,2.0,4.0,33.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,1.0,3.0,36.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
10.0,9.0,10.0,40.0,3.2,68.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,5.0,6.0,36.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,5.0,6.0,37.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9.0,7.0,9.0,40.0,3.2,62.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
4.0,3.0,5.0,31.0,3.2,60.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0
5.0,5.0,6.0,39.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
4.0,2.0,4.0,37.0,3.2,68.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
8.0,4.0,8.0,34.0,3.2,65.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
10.0,10.0,10.0,47.0,3.2,62.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,4.0,5.0,31.0,3.2,65.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
3.0,4.0,4.0,27.0,3.2,49.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
7.0,6.0,7.0,36.0,3.2,69.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,4.0,3.0,36.0,3.2,60.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9.0,8.0,9.0,31.0,3.2,68.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,4.0,5.0,38.0,3.2,60.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1
9.0,9.0,9.0,44.0,3.2,69.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
10.0,10.0,10.0,43.0,3.2,67.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
9.0,10.0,9.0,34.0,3.2,68.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
1.0,1.0,1.0,30.5,3.2,69.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
8.0,8.0,8.0,42.0,3.2,68.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
4.0,7.0,5.0,37.0,3.2,65.0,3.4660457545890226,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.5284814690188915,5.525933759553911,5.708233638282899,39.0,3.2,69.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
2.0,3.0,2.0,36.0,3.2,69.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,4.0,5.0,39.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
10.0,3.0,10.0,35.0,3.2,69.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
4.0,5.0,5.0,36.0,3.2,67.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
3.0,5.0,3.0,39.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,2.0,2.0,32.0,3.2,64.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
2.0,1.0,3.0,31.0,3.2,67.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
5.5284814690188915,5.525933759553911,5.708233638282899,37.5,3.2,64.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.0,5.0,7.0,36.0,3.2,67.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9.0,9.0,9.0,36.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.0,7.0,8.0,37.0,3.2,69.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
1.0,1.0,1.0,26.0,3.2,68.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1
6.0,4.0,6.0,33.5,3.2,69.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
1.0,2.0,1.0,47.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
5.0,2.0,5.0,34.0,3.2,48.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1
9.0,9.0,9.0,48.0,3.2,69.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.0,3.0,8.0,29.0,3.2,69.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1
8.0,7.0,8.0,35.0,3.2,68.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
10.0,10.0,10.0,40.0,3.2,54.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
4.0,5.0,5.0,40.0,3.2,64.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,6.0,6.0,37.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
5.0,4.0,6.0,31.5,3.2,68.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
7.0,9.0,7.0,39.0,3.2,67.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
4.0,6.0,4.0,22.7,3.2,68.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
5.0,8.0,5.0,46.0,3.2,66.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.0,5.0,7.0,38.0,3.2,69.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,4.0,6.0,37.0,3.2,69.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
4.0,4.0,4.0,36.5,3.2,64.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2.0,2.0,2.0,26.5,3.2,68.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
5.5284814690188915,5.525933759553911,5.708233638282899,33.0,3.2,69.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
3.0,4.0,3.0,37.0,3.2,62.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
6.0,8.0,6.0,34.0,3.2,60.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
8.0,7.0,8.0,37.0,3.2,69.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
3.0,5.0,4.0,41.0,3.2,68.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
3.0,6.0,3.0,33.0,3.2,65.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0
8.0,9.0,8.0,31.0,3.2,69.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
1.0,3.0,2.0,32.0,3.2,53.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1
1.0,3.0,2.0,29.0,3.2,68.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
