,decile1b,decile3,ID,decile1,sex,lsat,ugpa,zfygpa,grad,zgpa,fulltime,fam_inc,age,gender,male,race1,other,pass_bar,bar,tier,gpa
3182,8.0,9.0,16665,9.0,1.0,36.0,3.4,0.84,1,0.93,1.0,2.0,-56.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3183,5.0,6.0,16688,5.0,1.0,35.0,3.4,0.02,1,0.17,1.0,2.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3184,5.0,6.0,16744,5.0,2.0,37.0,3.4,-0.03,1,0.13,1.0,5.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3185,5.0,7.0,16768,5.0,1.0,45.0,3.4,-0.03,1,0.48,1.0,5.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3186,8.0,8.0,16778,9.0,2.0,39.0,3.4,0.87,1,0.76,1.0,3.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3187,5.0,2.0,16782,5.0,2.0,44.0,3.4,-0.02,1,-1.3,1.0,4.0,-67.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3188,5.0,3.0,16807,5.0,2.0,27.0,3.4,-0.19,1,-0.76,1.0,3.0,-62.0,1.0,1.0,black,0,1,a Passed 1st time,5.0,3.4
3189,6.0,3.0,16845,6.0,2.0,44.0,3.4,0.12,1,-0.62,1.0,3.0,-67.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3190,8.0,8.0,16851,8.0,1.0,34.0,3.4,0.79,1,0.61,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3191,7.0,2.0,16887,7.0,2.0,33.0,3.4,0.33,1,-0.9,1.0,3.0,-59.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3192,6.0,8.0,16909,7.0,2.0,36.0,3.4,0.27,1,0.55,1.0,5.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3193,10.0,10.0,16934,10.0,2.0,42.0,3.4,1.94,1,1.97,1.0,5.0,-56.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.4
3194,3.0,3.0,16940,4.0,2.0,41.0,3.4,-0.48,1,-0.77,1.0,2.0,-57.0,1.0,1.0,white,0,1,a Passed 1st time,2.0,3.4
3195,3.0,3.0,16947,3.0,1.0,39.0,3.4,-0.56,1,-0.64,2.0,2.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3196,9.0,8.0,16981,9.0,2.0,48.0,3.4,1.04,1,0.86,1.0,4.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3197,5.0,4.0,16989,5.0,2.0,31.0,3.4,-0.16,1,-0.36,1.0,4.0,-60.0,1.0,1.0,hisp,0,1,a Passed 1st time,5.0,3.4
3198,5.0,7.0,17019,5.0,2.0,34.0,3.4,0.0,1,0.49,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.4
3199,2.0,3.0,17028,2.0,1.0,30.0,3.4,-1.0,1,-0.66,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,2.0,3.4
3200,4.0,7.0,17034,5.0,1.0,36.0,3.4,-0.23,1,0.38,1.0,4.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.4
3201,9.0,9.0,17038,9.0,2.0,32.0,3.4,0.98,1,1.14,1.0,4.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3202,3.0,2.0,17072,3.0,1.0,39.0,3.4,-0.73,1,-0.97,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3203,3.0,1.0,17093,3.0,2.0,36.0,3.4,-0.65,1,-1.58,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3204,6.0,7.0,17100,6.0,2.0,40.0,3.4,0.22,1,0.45,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3205,10.0,10.0,17119,10.0,1.0,48.0,3.4,2.4,1,2.27,1.0,4.0,-57.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.4
3206,8.0,8.0,17127,9.0,1.0,30.0,3.4,0.82,1,0.65,2.0,3.0,-67.0,0.0,0.0,white,0,1,a Passed 1st time,2.0,3.4
3207,8.0,7.0,17132,8.0,2.0,40.5,3.4,0.83,1,0.41,2.0,3.0,-60.0,1.0,1.0,other,1,1,a Passed 1st time,5.0,3.4
3208,2.0,3.0,17138,2.0,2.0,37.0,3.4,-0.86,1,-0.85,1.0,3.0,-66.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3209,5.0,4.0,17143,6.0,2.0,39.0,3.4,0.01,1,-0.4,1.0,4.0,-57.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3210,5.5284814690188915,5.525933759553911,17162,5.708233638282899,2.0,44.0,3.4,0.08606777762218175,1,1.88,2.0,4.0,-55.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3211,9.0,5.0,17164,9.0,2.0,46.0,3.4,1.28,1,0.0,1.0,3.0,-64.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.4
3212,10.0,10.0,17180,10.0,2.0,38.0,3.4,1.38,1,1.54,1.0,3.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3213,7.0,6.0,17181,7.0,2.0,36.0,3.4,0.41,1,0.29,1.0,4.0,-47.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3214,5.5284814690188915,5.525933759553911,17184,7.0,1.0,39.0,3.4,0.38,1,0.008756037503551469,1.0,4.0,-63.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3215,5.5284814690188915,5.525933759553911,17195,5.708233638282899,2.0,35.0,3.4,0.08606777762218175,1,0.008756037503551469,2.0,3.0,-46.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.4
3216,5.0,4.0,17209,5.0,1.0,40.0,3.4,-0.05,1,-0.42,1.0,3.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3217,9.0,9.0,17212,9.0,1.0,38.0,3.4,0.96,1,1.15,1.0,4.0,-63.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3218,5.0,4.0,17220,5.0,2.0,29.0,3.4,-0.19,1,-0.44,1.0,4.0,-63.0,1.0,1.0,white,0,1,a Passed 1st time,2.0,3.4
3219,9.0,6.0,17240,9.0,2.0,30.0,3.4,0.87,1,0.23,1.0,3.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3220,7.0,5.0,17255,7.0,2.0,40.0,3.4,0.35,1,-0.07,1.0,3.4660457545890226,-61.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3221,8.0,9.0,17270,8.0,1.0,36.0,3.4,0.71,1,1.03,1.0,4.0,-56.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.4
3222,5.5284814690188915,5.525933759553911,17280,5.708233638282899,1.0,38.0,3.4,0.08606777762218175,1,0.008756037503551469,1.0,1.0,-55.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.4
3223,2.0,2.0,17296,3.0,2.0,41.0,3.4,-0.74,1,-0.89,1.0,1.0,-51.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3224,2.0,2.0,17306,2.0,1.0,39.0,3.4,-0.97,1,-0.9,1.0,3.0,-55.0,0.0,0.0,black,0,1,a Passed 1st time,5.0,3.4
3225,1.0,4.0,17320,1.0,1.0,34.0,3.4,-1.4,1,-0.52,1.0,4.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,2.0,3.4
3226,4.0,5.0,17325,4.0,2.0,19.5,3.4,-0.38,1,-0.18,1.0,4.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3227,4.0,3.0,17337,4.0,2.0,33.0,3.4,-0.36,1,-0.77,1.0,4.0,-67.0,1.0,1.0,asian,0,1,a Passed 1st time,3.0,3.4
3228,5.5284814690188915,5.525933759553911,17343,5.708233638282899,1.0,38.0,3.4,0.08606777762218175,1,0.008756037503551469,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3229,10.0,10.0,17369,10.0,1.0,39.5,3.4,1.58,1,1.93,1.0,3.0,-65.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3230,3.0,4.0,17378,4.0,2.0,45.0,3.4,-0.48,1,-0.27,1.0,3.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.4
3231,10.0,9.0,17380,10.0,1.0,37.0,3.4,1.77,1,1.29,1.0,3.0,-60.0,0.0,0.0,white,0,1,a Passed 1st time,2.0,3.4
3232,5.5284814690188915,5.525933759553911,17409,10.0,1.0,39.0,3.4,1.61,1,0.008756037503551469,1.0,3.4660457545890226,-59.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.4
3233,2.0,2.0,17426,3.0,2.0,47.0,3.4,-0.85,1,-1.27,1.0,3.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.4
3234,7.0,5.0,17457,7.0,2.0,35.0,3.4,0.47,1,-0.04,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3235,3.0,3.0,17480,4.0,2.0,39.0,3.4,-0.45,1,-0.73,1.0,4.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3236,10.0,10.0,17485,10.0,1.0,32.5,3.4,1.81,1,2.45,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3237,10.0,9.0,17491,10.0,2.0,34.5,3.4,1.33,1,1.18,1.0,4.0,-66.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3238,1.0,2.0,17498,2.0,2.0,40.5,3.4,-1.17,1,-1.26,1.0,3.0,-56.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3239,9.0,8.0,17499,9.0,2.0,32.0,3.4,0.92,1,0.59,1.0,4.0,-62.0,1.0,1.0,white,0,1,b Passed 2nd time,2.0,3.4
3240,8.0,9.0,17509,8.0,2.0,43.0,3.4,0.56,1,1.14,1.0,4.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.4
3241,2.0,2.0,17514,2.0,2.0,33.0,3.4,-1.04,1,-1.13,1.0,3.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3242,4.0,6.0,17518,4.0,2.0,28.0,3.4,-0.36,1,0.2,2.0,3.0,-59.082892732323685,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3243,3.0,5.0,17526,3.0,1.0,33.0,3.4,-0.65,1,-0.25,1.0,3.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,2.0,3.4
3244,4.0,6.0,17553,5.0,2.0,35.0,3.4,-0.23,1,0.01,1.0,5.0,-58.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3245,3.0,4.0,17554,3.0,1.0,39.0,3.4,-0.75,1,-0.3,1.0,4.0,-62.0,0.0,0.0,black,0,1,a Passed 1st time,5.0,3.4
3246,7.0,7.0,17576,7.0,2.0,45.0,3.4,0.51,1,0.31,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.4
3247,5.5284814690188915,5.525933759553911,17577,5.708233638282899,1.0,36.0,3.4,0.08606777762218175,1,0.008756037503551469,1.0,3.0,-60.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.4
3248,6.0,7.0,17594,6.0,2.0,40.0,3.4,0.12,1,0.38,1.0,3.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3249,8.0,6.0,17619,8.0,2.0,48.0,3.4,0.85,1,0.13,1.0,5.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.4
3250,3.0,4.0,17636,3.0,1.0,38.0,3.4,-0.68,1,-0.52,1.0,2.0,-53.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3251,5.0,2.0,17638,5.0,2.0,36.0,3.4,-0.02,1,-0.97,2.0,3.0,-51.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3252,1.0,1.0,17654,1.0,1.0,26.5,3.4,-1.36,1,-1.33,1.0,2.0,-62.0,0.0,0.0,white,0,1,b Passed 2nd time,3.0,3.4
3253,7.0,8.0,17676,7.0,2.0,40.0,3.4,0.36,1,0.64,1.0,3.0,-56.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3254,1.0,2.0,17697,2.0,1.0,31.0,3.4,-1.09,1,-1.17,1.0,3.0,-40.0,0.0,0.0,white,0,1,a Passed 1st time,2.0,3.4
3255,8.0,5.0,17707,8.0,2.0,42.0,3.4,0.64,1,-0.02,1.0,2.0,-57.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3256,9.0,9.0,17730,9.0,2.0,28.0,3.4,1.16,1,1.02,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3257,3.0,5.0,17732,3.0,2.0,46.0,3.4,-0.69,1,-0.12,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3258,5.0,8.0,17733,6.0,2.0,41.0,3.4,0.04,1,0.79,1.0,4.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.4
3259,5.5284814690188915,5.525933759553911,17763,5.708233638282899,1.0,37.5,3.4,0.08606777762218175,1,0.008756037503551469,1.0,2.0,-58.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3260,7.0,6.0,17765,7.0,2.0,36.0,3.4,0.36,1,0.23,1.0,4.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3261,7.0,8.0,17766,8.0,2.0,34.0,3.4,0.58,1,0.75,1.0,3.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3262,6.0,8.0,17786,6.0,1.0,27.0,3.4,0.14,1,0.77,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3263,6.0,8.0,17800,6.0,1.0,42.0,3.4,0.09,1,0.67,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3264,9.0,9.0,17806,9.0,2.0,36.0,3.4,1.15,1,1.25,1.0,5.0,-59.082892732323685,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3265,5.5284814690188915,5.525933759553911,17819,5.708233638282899,1.0,40.0,3.4,0.08606777762218175,1,0.008756037503551469,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.4
3266,1.0,1.0,17832,1.0,2.0,36.0,3.4,-2.16,1,-2.01,1.0,4.0,-60.0,1.0,1.0,hisp,0,1,a Passed 1st time,4.0,3.4
3267,5.5284814690188915,5.525933759553911,17841,5.708233638282899,1.0,39.0,3.4,0.08606777762218175,1,0.008756037503551469,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3268,1.0,3.0,17848,1.0,2.0,23.0,3.4,-1.58,1,-0.87,1.0,2.0,-56.0,1.0,1.0,black,0,1,b Passed 2nd time,3.0,3.4
3269,7.0,7.0,17864,8.0,1.0,30.0,3.4,0.51,1,0.29,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,2.0,3.4
3270,7.0,7.0,17875,8.0,2.0,29.0,3.4,0.53,1,0.44,1.0,3.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3271,7.0,9.0,17885,7.0,1.0,48.0,3.4,0.47,1,0.87,1.0,4.0,-60.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.4
3272,8.0,8.0,17888,8.0,2.0,33.0,3.4,0.62,1,0.58,1.0,3.0,-53.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3273,9.0,6.0,17903,9.0,2.0,34.0,3.4,1.07,1,0.05,1.0,3.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3274,2.0,3.0,17919,2.0,2.0,42.0,3.4,-1.04,1,-0.63,1.0,3.0,-62.0,1.0,1.0,hisp,0,1,a Passed 1st time,6.0,3.4
3275,10.0,10.0,17923,10.0,1.0,36.0,3.4,1.45,1,1.58,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3276,5.5284814690188915,5.525933759553911,17937,2.0,1.0,36.5,3.4,-0.88,1,0.008756037503551469,1.0,3.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3277,2.0,4.0,17948,2.0,1.0,35.5,3.4,-0.84,1,-0.51,1.0,4.0,-62.0,0.0,0.0,hisp,0,1,a Passed 1st time,5.0,3.4
3278,9.0,10.0,17954,9.0,1.0,41.0,3.4,1.26,1,1.3,1.0,5.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.4
3279,4.0,3.0,17960,4.0,2.0,39.0,3.4,-0.3,1,-0.57,1.0,3.0,-56.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3280,7.0,5.0,17961,7.0,2.0,48.0,3.4,0.48,1,-0.08,1.0,5.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.4
3281,8.0,8.0,17971,8.0,1.0,44.0,3.4,0.77,1,0.7,1.0,3.0,-60.0,0.0,0.0,asian,0,1,a Passed 1st time,6.0,3.4
3282,8.0,7.0,17976,8.0,1.0,34.0,3.4,0.69,1,0.48,1.0,4.0,-53.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3283,2.0,2.0,17983,2.0,1.0,39.0,3.4,-1.02,1,-1.11,1.0,3.0,-59.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3284,2.0,3.0,17984,2.0,2.0,35.0,3.4,-0.91,1,-0.7,1.0,4.0,-52.0,1.0,1.0,white,0,0,c Failed,5.0,3.4
3285,8.0,8.0,17992,8.0,2.0,36.5,3.4,0.87,1,0.65,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.4
3286,7.0,8.0,17993,8.0,2.0,39.5,3.4,0.59,1,0.84,1.0,4.0,-59.0,1.0,1.0,other,1,1,a Passed 1st time,4.0,3.4
3287,10.0,10.0,18003,10.0,2.0,43.0,3.4,1.74,1,1.56,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3288,4.0,8.0,18010,4.0,2.0,35.0,3.4,-0.29,1,0.62,1.0,3.0,-64.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3289,5.0,4.0,18028,5.0,1.0,33.0,3.4,-0.15,1,-0.29,1.0,3.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3290,4.0,2.0,18041,4.0,2.0,37.0,3.4,-0.32,1,-1.05,2.0,2.0,-65.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3291,3.0,5.0,18043,4.0,2.0,35.0,3.4,-0.47,1,-0.29,1.0,4.0,-62.0,1.0,1.0,white,0,0,c Failed,2.0,3.4
3292,3.0,2.0,18055,4.0,1.0,32.0,3.4,-0.44,1,-1.19,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3293,2.0,3.0,18065,2.0,2.0,38.0,3.4,-1.07,1,-0.63,1.0,2.0,-56.0,1.0,1.0,hisp,0,1,a Passed 1st time,6.0,3.4
3294,6.0,7.0,18066,7.0,1.0,29.0,3.4,0.27,1,0.27,1.0,5.0,-67.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3295,5.0,5.0,18071,5.0,1.0,33.0,3.4,-0.04,1,-0.19,2.0,3.0,-58.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3296,6.0,7.0,18075,6.0,1.0,42.0,3.4,0.19,1,0.43,1.0,4.0,-64.0,0.0,0.0,white,0,1,a Passed 1st time,2.0,3.4
3297,2.0,3.0,18105,2.0,1.0,37.0,3.4,-1.01,1,-0.66,1.0,4.0,-59.0,0.0,0.0,asian,0,1,a Passed 1st time,3.0,3.4
3298,10.0,10.0,18107,10.0,1.0,41.0,3.4,1.66,1,1.56,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3299,6.0,5.0,18110,6.0,2.0,33.0,3.4,0.07,1,-0.06,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3300,4.0,5.0,18140,5.0,1.0,39.0,3.4,-0.18,1,-0.21,1.0,4.0,-67.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3301,5.0,7.0,18151,6.0,1.0,35.0,3.4,0.05,1,0.33,1.0,3.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3302,10.0,10.0,18156,10.0,1.0,45.0,3.4,1.87,1,1.62,1.0,4.0,-57.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3303,3.0,5.0,18157,4.0,1.0,36.0,3.4,-0.47,1,-0.05,1.0,2.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.4
3304,5.0,4.0,18158,5.0,1.0,36.0,3.4,-0.08,1,-0.35,1.0,4.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3305,1.0,4.0,18161,1.0,2.0,34.0,3.4,-1.35,1,-0.49,1.0,3.0,-52.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3306,1.0,2.0,18179,1.0,1.0,29.0,3.4,-1.32,1,-1.2,1.0,2.0,-58.0,0.0,0.0,black,0,1,a Passed 1st time,5.0,3.4
3307,8.0,10.0,18190,8.0,2.0,38.0,3.4,0.8,1,1.34,1.0,2.0,-58.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3308,8.0,5.0,18191,8.0,1.0,46.0,3.4,0.79,1,-0.06,1.0,2.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.4
3309,5.0,4.0,18206,5.0,1.0,39.0,3.4,0.04,1,-0.35,1.0,3.0,-44.0,0.0,0.0,hisp,0,1,a Passed 1st time,4.0,3.4
3310,4.0,4.0,18207,4.0,2.0,43.0,3.4,-0.34,1,-0.49,1.0,4.0,-48.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3311,3.0,2.0,18208,4.0,2.0,36.0,3.4,-0.47,1,-1.28,1.0,3.0,-59.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3312,3.0,1.0,18209,3.0,1.0,41.0,3.4,-0.71,1,-1.35,1.0,5.0,-67.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3313,1.0,2.0,18231,2.0,2.0,42.0,3.4,-1.21,1,-0.9,1.0,3.0,-57.0,1.0,1.0,asian,0,1,a Passed 1st time,4.0,3.4
3314,4.0,5.0,18232,4.0,2.0,38.0,3.4,-0.39,1,-0.16,1.0,1.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3315,2.0,3.0,18247,2.0,2.0,28.0,3.4,-0.92,1,-0.65,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3316,5.5284814690188915,5.525933759553911,18274,5.708233638282899,1.0,42.0,3.4,0.08606777762218175,1,0.008756037503551469,1.0,3.0,-57.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.4
3317,2.0,2.0,18284,2.0,1.0,39.5,3.4,-1.02,1,-1.08,1.0,4.0,-61.0,0.0,0.0,white,0,1,b Passed 2nd time,5.0,3.4
3318,2.0,4.0,18298,2.0,2.0,37.0,3.4,-0.9,1,-0.48,1.0,4.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3319,7.0,5.0,18314,7.0,1.0,37.0,3.4,0.37,1,0.0,1.0,4.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3320,9.0,9.0,18316,9.0,1.0,34.0,3.4,1.05,1,1.17,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.4
3321,9.0,10.0,18338,9.0,2.0,38.0,3.4,1.23,1,1.36,1.0,3.0,-57.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.4
3322,2.0,2.0,18345,3.0,2.0,32.0,3.4,-0.71,1,-1.14,1.0,3.0,-62.0,1.0,1.0,asian,0,1,a Passed 1st time,3.0,3.4
3323,4.0,6.0,18353,5.0,2.0,35.0,3.4,-0.19,1,0.24,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3324,8.0,8.0,18369,8.0,1.0,39.0,3.4,0.87,1,0.67,1.0,3.0,-52.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3325,5.0,6.0,18377,6.0,1.0,29.0,3.4,0.02,1,0.09,1.0,4.0,-60.0,0.0,0.0,white,0,1,a Passed 1st time,2.0,3.4
3326,8.0,4.0,18390,8.0,2.0,43.0,3.4,0.61,1,-0.34,1.0,4.0,-57.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.4
3327,8.0,9.0,18425,8.0,1.0,35.0,3.4,0.75,1,1.17,1.0,2.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3328,6.0,6.0,18447,7.0,2.0,37.0,3.4,0.26,1,0.04,1.0,3.0,-55.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.4
3329,3.0,3.0,18448,3.0,1.0,30.0,3.4,-0.6,1,-0.83,1.0,3.0,-61.0,0.0,0.0,hisp,0,1,a Passed 1st time,4.0,3.4
3330,2.0,2.0,18470,2.0,2.0,39.0,3.4,-1.07,1,-1.25,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3331,6.0,7.0,18476,7.0,1.0,41.0,3.4,0.33,1,0.44,1.0,4.0,-67.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.4
3332,5.5284814690188915,5.525933759553911,18488,5.708233638282899,1.0,41.0,3.4,0.08606777762218175,1,1.75,1.0,2.0,-44.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.4
3333,4.0,3.0,18558,5.0,2.0,33.0,3.4,-0.24,1,-0.87,1.0,3.0,-59.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3334,4.0,3.0,18559,4.0,2.0,40.0,3.4,-0.41,1,-0.61,1.0,4.0,-56.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3335,3.0,7.0,18612,3.0,2.0,28.0,3.4,-0.56,1,0.37,2.0,3.0,-58.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3336,5.0,6.0,18621,5.0,2.0,34.0,3.4,-0.03,1,0.22,1.0,3.0,-56.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.4
3337,5.0,4.0,18622,5.0,2.0,36.0,3.4,-0.03,1,-0.53,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3338,3.0,4.0,18625,3.0,2.0,40.0,3.4,-0.65,1,-0.39,1.0,4.0,-67.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.4
3339,3.0,1.0,18657,3.0,2.0,36.0,3.4,-0.56,1,-1.34,1.0,4.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3340,6.0,8.0,18660,6.0,2.0,44.0,3.4,0.09,1,0.66,1.0,3.0,-51.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.4
3341,2.0,1.0,18677,2.0,1.0,29.0,3.4,-1.04,1,-1.44,1.0,3.0,-66.0,0.0,0.0,asian,0,1,a Passed 1st time,4.0,3.4
